id_1,id_2,time_diff_min,battery_diff,wave_period_diff,wave_height_diff,turbidity_diff,water_temp_diff,same_beach,rule_based_flag,is_duplicate
25247,25248,28,44,7.36,4.46,40.04,1.53,1,0,0
28645,28646,49,18,5.42,0.16,37.38,4.13,1,0,0
18973,18974,18,11,0.87,1.73,14.06,0.91,1,0,1
19457,19458,12,71,1.18,1.49,31.38,2.19,1,0,0
481,482,33,64,0.52,1.66,76.61,0.16,1,0,0
22259,22260,42,50,6.73,2.41,83.56,6.7,1,0,0
14344,14346,51,6,10.4,0.28,19.83,1.94,1,0,0
4575,4576,31,14,3.79,0.71,5.42,1.89,1,0,1
19509,19510,46,60,3.25,0,38.36,0.74,1,0,0
30841,30843,30,74,5.42,2.39,81.4,0.48,1,0,0
34869,34870,15,64,8.54,2.96,38.44,6.7,1,0,0
20257,20259,59,44,5.46,0.19,21.75,0.8,1,0,0
20019,20022,59,41,12.25,1.88,54.28,1.2,1,0,0
22979,22980,50,5,5.33,2.98,1.9,6.54,1,0,0
6325,6326,9,8,3.61,4.45,5.36,1.73,1,0,1
34506,34507,16,45,5.55,0.25,51.25,1.27,1,0,0
28581,28582,51,8,4.84,1.43,22.88,0.5,1,0,0
18830,18831,48,5,1.55,2.66,34.69,0.82,1,0,0
33595,33596,38,19,6.99,1.27,46.38,0.73,1,0,0
24498,24499,29,7,1.22,0.09,0.21,3.27,1,0,1
9484,9485,36,10,13.56,0.32,26.23,1.14,1,0,0
27944,27945,12,16,1.21,1.34,29.42,1.97,1,0,0
33224,33225,50,12,1.39,2.81,27.71,4.74,1,0,0
4938,4939,46,12,1.29,3.94,29.28,1.02,1,0,0
28323,28324,35,44,2.66,2.08,20.18,1.52,1,0,0
20000,20001,11,22,0.1,1.12,43.35,4.13,1,0,0
16448,16449,45,9,2.91,2.33,53.47,2.93,1,0,0
27805,27806,37,4,1.25,2.26,69.49,1.68,1,0,0
11991,11992,19,18,0.85,2.23,18.98,2.82,1,0,0
27465,27466,43,10,3.3,1.38,11.64,3.04,1,0,1
1898,1899,20,48,12.48,2.42,55.92,3.81,1,0,0
9595,9596,43,58,4.69,0.71,11.98,2.24,1,0,1
19606,19607,34,20,1.35,0.98,46.88,4.48,1,0,0
1328,1329,59,29,0.14,0.94,44.68,0.21,1,0,0
32009,32010,31,27,3.31,0.38,82.89,2.07,1,0,0
10022,10023,42,4,4.33,0.75,28.08,3.6,1,0,0
16397,16398,55,13,2.94,1.44,30.17,0.8,1,0,0
15187,15188,8,73,10.2,1.63,37.62,2.06,1,0,0
26075,26076,8,16,6.29,2.4,12.63,4.18,1,0,1
18290,18292,59,55,10.76,0.96,23.89,1.59,1,0,0
20216,20217,25,15,12,3.94,8.94,0.67,1,0,1
14165,14166,33,57,4.32,1.21,25.16,1.13,1,0,0
11358,11359,11,37,1.66,1.72,16.75,0.44,1,0,0
24335,24336,52,20,6.79,1.35,5.69,0.68,1,0,1
9582,9583,24,58,6.09,4.01,37.47,5.28,1,0,0
14945,14946,44,54,11.07,1.79,0.14,2.16,1,0,1
22967,22968,58,57,2.9,3.24,10.64,3.99,1,0,1
32497,32499,56,35,6.93,3.54,23.71,6.05,1,0,0
12072,12073,25,19,9.7,0.12,23.41,5.7,1,0,0
16444,16445,50,19,3.9,0.43,8.6,5.67,1,0,0
1343,1344,28,23,1.03,0.6,7.89,0.08,1,0,1
27889,27890,36,12,1.24,1.25,10.39,2.85,1,0,1
5224,5225,52,5,6.29,0.44,58.18,2.91,1,0,0
22229,22230,59,68,2.85,2.83,14.86,7.75,1,0,0
27403,27404,10,37,7.74,1.44,68.55,3.8,1,0,0
18564,18565,26,7,4.89,0.15,17.94,4.22,1,0,0
14312,14313,45,44,6.62,1.1,79.99,1.84,1,0,0
28923,28924,27,64,0.75,2.21,32.67,7.78,1,0,0
12363,12364,57,29,4.58,0.69,60.74,4.37,1,0,0
28256,28257,39,58,1.56,2.81,7.46,4.09,1,0,1
12260,12261,45,22,2.42,1.9,61.59,6.25,1,0,0
18975,18976,30,71,8.91,3.61,52.11,6.32,1,0,0
25931,25932,46,32,2.05,0.41,20.86,5.11,1,0,0
15994,15995,50,37,6.75,0.74,34.43,3.3,1,0,0
12732,12733,41,33,7.57,0.44,17.56,4.86,1,0,0
6714,6715,33,75,5.38,0.98,29.95,1.59,1,0,0
15903,15904,39,44,9.59,0.57,9.3,1.65,1,0,1
5098,5099,36,47,9.1,3.19,2.76,8.2,1,0,0
23539,23540,36,25,5.72,1.38,24.33,1.3,1,0,0
4388,4389,26,36,4.21,0.04,33.74,1.61,1,0,0
26758,26759,19,35,0.5,0.16,31.09,3.49,1,0,0
7882,7883,57,36,0.27,0.25,92.04,1.01,1,0,0
4455,4456,36,66,8.47,0.97,7.66,2.79,1,0,1
2542,2543,35,21,6.33,2.5,33.28,0.46,1,0,0
6560,6561,28,13,6.25,1.66,27.56,1.66,1,0,0
12602,12603,28,63,8.51,0.04,46.22,6.08,1,0,0
13135,13136,43,3,13.25,0.86,44.61,5.22,1,0,0
34722,34723,56,27,11.36,1.55,20.76,6.91,1,0,0
29559,29560,47,73,11.83,1.02,23.41,4.93,1,0,0
5415,5416,57,83,8.65,1.26,43.94,7.16,1,0,0
17957,17959,50,44,3.18,2.04,1.71,2.64,1,0,1
33581,33582,13,58,4.22,0.13,41.35,5.58,1,0,0
12378,12379,60,22,3.08,1.84,4.82,3.18,1,0,1
13240,13241,10,21,3.23,2.71,35.92,3.31,1,0,0
11096,11098,42,56,3.92,2.68,7.32,1.25,1,0,1
33127,33128,19,21,0.21,1.16,1.78,6.72,1,0,0
28458,28459,39,67,6.75,2.58,42.61,0.86,1,0,0
6013,6014,40,35,5.25,0.55,31.6,5.71,1,0,0
25471,25472,11,46,8.61,2.61,51.36,2.87,1,0,0
19681,19682,16,7,2.98,1.63,3.52,3.74,1,0,1
30245,30246,51,36,2.74,0.11,3.48,0.5,1,0,1
21478,21479,28,18,6.14,3.81,0.67,6.16,1,0,0
7405,7406,33,36,0.16,2.04,1.96,5.95,1,0,0
18069,18070,13,58,2.19,3.89,88.94,3.37,1,0,0
26112,26113,58,5,6.42,1.29,38.25,7.32,1,0,0
11190,11191,27,11,10.47,3.82,26.56,5.76,1,0,0
21699,21700,7,42,8.7,1.73,12.29,0.86,1,0,1
7689,7690,29,62,4.4,1.92,24.99,1.97,1,0,0
10801,10803,14,7,11.51,0.28,32.6,8.98,1,0,0
3376,3377,18,77,3.92,2.6,71.15,0.24,1,0,0
19843,19844,34,10,6.87,4.56,67.1,3.03,1,0,0
27174,27175,7,24,0.04,0.69,49.29,0.59,1,0,0
34502,34503,50,1,0.76,3.56,20.42,3.21,1,0,0
5035,5036,37,22,10.12,4.07,37.33,1.74,1,0,0
1490,1491,57,18,3.35,1.83,1.89,4.6,1,0,1
2331,2332,49,1,3.61,0.73,58.66,2.92,1,0,0
727,728,52,11,7.06,0.37,7.5,2.71,1,0,1
20131,20132,60,13,13.47,2.77,34.81,3.74,1,0,0
15807,15808,45,35,0.83,1.45,18.54,4.77,1,0,0
32440,32441,35,92,2.43,1.01,60.23,4.18,1,0,0
1959,1960,32,67,1.01,3.85,39.86,3.18,1,0,0
11584,11585,56,68,3.84,3.25,29.78,0.39,1,0,0
24743,24744,14,0,4.36,2.42,42.85,5.82,1,0,0
7041,7042,7,41,7,0.81,31.12,2.53,1,0,0
22239,22241,53,15,3.81,4.23,2.13,3.38,1,0,1
15479,15480,43,52,9.51,0.79,32.52,1.02,1,0,0
18841,18843,48,63,8.74,0.54,0.85,4.41,1,0,1
25181,25182,42,7,2.31,0.36,75.53,7.06,1,0,0
10538,10539,34,70,10.38,2.66,65.28,1.3,1,0,0
19662,19664,54,19,0.87,2.6,7.77,1.53,1,0,1
1167,1168,48,20,9.32,3.91,9.03,3.6,1,0,1
17376,17378,45,1,13.82,0.41,4.5,2.21,1,0,1
1478,1479,31,68,3.23,1.3,21.55,7.32,1,0,0
16144,16145,46,64,10.15,2.4,83.21,0.13,1,0,0
17738,17739,11,42,6.19,1.24,16.43,4.88,1,0,0
772,773,51,33,1.12,0.09,63.41,9.09,1,0,0
28533,28534,42,13,5.09,0.18,14.33,5.41,1,0,0
12711,12712,18,43,5.29,0.09,64.63,0.08,1,0,0
14336,14337,45,1,2.06,0.4,79.03,4.34,1,0,0
11858,11859,18,26,5.42,0.22,51.9,0.17,1,0,0
9732,9733,50,45,0.72,2.18,8.92,2.21,1,0,1
10605,10606,60,12,4.28,2.27,28.34,3.23,1,0,0
3275,3276,28,74,7.58,2.9,3.27,4.25,1,0,1
18633,18634,60,60,0.1,1.49,21.79,7.25,1,0,0
23827,23828,43,2,2.57,1.6,35.05,3.76,1,0,0
5615,5616,58,5,3.91,1.13,31.88,4.38,1,0,0
23611,23612,9,6,1.36,1.35,72.16,3.32,1,0,0
30773,30774,39,47,7,3.65,29.22,0.78,1,0,0
29648,29649,17,5,1.6,1.22,53.14,6.97,1,0,0
3552,3553,39,12,3.67,1.91,23.5,6.02,1,0,0
28756,28758,49,9,8.54,1,92.03,1.95,1,0,0
17390,17391,52,11,7.53,0.41,20.57,0.62,1,0,0
20597,20598,10,1,6.95,1.6,34.72,8.04,1,0,0
25783,25784,5,45,0.93,2.46,54.47,7.43,1,1,0
13025,13026,31,66,5.71,1.61,12.25,2.97,1,0,1
32062,32063,12,68,8.13,1.77,7.85,2.68,1,0,1
33806,33807,38,38,6.52,1.23,12.72,0.4,1,0,1
32971,32972,58,81,7.81,0.12,22.27,3.2,1,0,0
20473,20474,46,19,13.86,1.51,7.66,2.2,1,0,1
19588,19589,39,37,1.71,1.78,56.98,1.55,1,0,0
28240,28241,19,22,4.95,0.61,39.69,7.64,1,0,0
29573,29575,51,66,11.26,2.15,78.59,1.53,1,0,0
13582,13583,47,71,11.15,2.85,75.72,0.8,1,0,0
3340,3341,35,37,4.69,2.33,1.97,3.4,1,0,1
12071,12072,35,3,2.75,1.49,37.03,2.71,1,0,0
18298,18299,59,64,5.29,0.68,32.85,4.45,1,0,0
11172,11173,38,3,8.59,3.31,83.28,2.43,1,0,0
11070,11071,32,22,9.82,3.45,10.46,5.19,1,0,0
2886,2887,30,42,9.84,0.53,17.39,4.12,1,0,0
21278,21279,34,39,5.33,1.9,51.73,0.34,1,0,0
24037,24038,60,5,1.35,1.53,35.84,2.26,1,0,0
21848,21849,55,67,7.29,3.12,14.95,8.33,1,0,0
29343,29344,14,43,2.42,0.59,36.62,0.13,1,0,0
22240,22241,9,51,1.06,3.24,14.72,0.64,1,0,1
12954,12955,23,17,3.01,0.44,23.85,3.21,1,0,0
7403,7404,39,10,3.52,0.74,2.68,7.2,1,0,0
9164,9165,33,24,1.88,1.57,25.09,1.11,1,0,0
26558,26559,40,16,5.78,3.1,18.84,6.91,1,0,0
34751,34752,27,7,3.88,2.81,0.23,4.57,1,0,1
23476,23477,21,43,3.6,0.3,16.26,1.16,1,0,0
10648,10649,31,59,0.63,3.18,30.33,5.12,1,0,0
12899,12900,42,17,6.37,2.9,45.45,2.69,1,0,0
23411,23412,57,4,3.5,2.3,23.68,0.14,1,0,0
32349,32350,47,9,1.9,0.54,81.8,0.18,1,0,0
14857,14858,57,2,12.55,0.68,29.33,1.75,1,0,0
22563,22564,55,70,0.58,1.42,72.61,0.37,1,0,0
34454,34455,54,38,1.79,0.62,19.94,7.33,1,0,0
28233,28235,57,33,2.8,0.39,37.2,1.51,1,0,0
6088,6089,57,25,0.48,0.31,26.28,6.43,1,0,0
8820,8821,6,50,1.47,3.18,17.24,1.76,1,0,0
24707,24708,43,32,10.21,3.23,20.58,1.42,1,0,0
5037,5038,54,14,10.52,3.26,7.36,4.39,1,0,1
22311,22312,55,74,0.09,3.07,13.97,7.33,1,0,0
1152,1153,49,2,2.39,2.46,79.91,3.17,1,0,0
3997,3998,58,43,3.55,0.55,27.09,7.19,1,0,0
1388,1389,47,45,0.67,2.74,82.58,5.06,1,0,0
34297,34298,37,51,1.53,1.66,10.96,3.17,1,0,1
22842,22843,48,72,0.35,3.93,48.21,4.62,1,0,0
10653,10654,17,3,2.15,3.07,76.99,4.72,1,0,0
22672,22673,19,31,0.26,3.62,2.67,1.3,1,0,1
24451,24452,19,22,2.83,1.02,25.43,3.18,1,0,0
30559,30560,46,54,0.52,3.21,45.99,8.45,1,0,0
3321,3322,58,31,6.86,4.71,57.46,6.29,1,0,0
9728,9729,36,29,0.3,0.33,17.1,7.49,1,0,0
20773,20774,23,8,9.28,1.82,14.15,3.34,1,0,1
18707,18708,30,46,7.86,1.93,38.71,1.31,1,0,0
21628,21629,43,41,1.59,1.54,3.11,0.71,1,0,1
9836,9837,23,53,9.84,0.44,57.7,3.11,1,0,0
2414,2415,13,13,8.91,2.38,0.18,1.88,1,0,1
25081,25082,41,19,4.43,3.73,24.63,7.56,1,0,0
16931,16932,57,2,2.51,0.43,33.18,4.97,1,0,0
31033,31034,20,27,3.44,3.48,33.61,3.6,1,0,0
3933,3934,5,25,8.47,0.38,10.35,0.21,1,1,1
9743,9744,21,79,1.49,0.43,16.76,0.21,1,0,0
6921,6922,46,5,3.66,0.85,71.58,7.51,1,0,0
7877,7878,42,10,11.3,0.17,34.04,0.99,1,0,0
8775,8776,39,11,12.26,2.8,43.39,3.62,1,0,0
17805,17806,14,57,1.32,1.8,3.48,4.79,1,0,1
20025,20026,18,22,1.2,1.5,68.62,4.48,1,0,0
10542,10543,52,8,0.91,1.06,25.98,1.52,1,0,0
5050,5051,40,13,10.62,1.26,11.59,8.32,1,0,0
1610,1611,21,92,5.72,2.79,7.44,2.52,1,0,1
27324,27326,39,19,1.52,2.19,89.85,4.19,1,0,0
12109,12110,32,45,1.17,2.31,83.47,1.66,1,0,0
7461,7462,51,81,3.71,2.96,17.73,2.73,1,0,0
15174,15175,24,24,1.68,2.27,15.63,0.28,1,0,0
10749,10750,40,83,9.52,0.75,27.56,6.7,1,0,0
34968,34969,38,89,10.14,1.61,50.73,2.19,1,0,0
4050,4051,29,11,3.41,1.95,11.82,4.38,1,0,1
15413,15414,53,3,2.49,1.63,6.74,0.15,1,0,1
9754,9755,51,84,4.67,1.12,28.31,4.67,1,0,0
20106,20107,55,29,1.74,1.71,24.15,2.38,1,0,0
2203,2204,46,28,3.01,1.89,7.56,6.99,1,0,0
25065,25066,24,36,6.07,3,45.67,6.57,1,0,0
31940,31941,43,21,8.03,3.68,89.58,0.35,1,0,0
11421,11422,45,23,5.29,1.68,13.26,3.3,1,0,1
32742,32743,6,41,5.03,2.58,36.66,2.7,1,0,0
17969,17970,41,90,2.65,0.35,42.52,0.57,1,0,0
4363,4365,59,41,7,0.36,60.31,0.88,1,0,0
2207,2208,34,2,5.84,1.37,78.45,5.66,1,0,0
31640,31642,55,1,5.5,1.78,34.53,6.98,1,0,0
8561,8563,29,26,3.47,1.94,8.91,1.3,1,0,1
18775,18776,38,17,0.38,4.43,52.45,6.98,1,0,0
23252,23256,50,25,3.22,1.85,28.6,7.22,1,0,0
26573,26574,53,76,1.51,1.34,57.93,3.32,1,0,0
4706,4707,25,18,13.49,1.6,39.59,4.73,1,0,0
25836,25837,24,34,2.12,3.36,5.28,0.31,1,0,1
31658,31659,30,10,2.39,0.28,66.89,1.59,1,0,0
12303,12304,45,6,0.82,1.94,25.33,6.78,1,0,0
5715,5716,38,44,0.83,0.26,55.71,3.25,1,0,0
14824,14825,58,68,0.16,0.24,55.12,5.36,1,0,0
5810,5811,16,19,4.58,2.49,51.36,2.6,1,0,0
22511,22512,8,51,7.89,0.92,5.02,0.23,1,0,1
29734,29735,16,30,0.37,0.7,15.2,5.56,1,0,0
32060,32061,28,47,13.28,0.47,58.79,6.21,1,0,0
11294,11295,58,65,0.42,1.82,87.07,3.88,1,0,0
5537,5538,26,32,1.5,2.66,39.71,7.32,1,0,0
5284,5285,54,56,10.64,0.18,82.06,2.19,1,0,0
706,707,59,7,12.73,1.25,26.42,4.44,1,0,0
14896,14897,35,78,8.48,0.27,49.7,5.83,1,0,0
15264,15265,34,22,10.13,3.35,36.29,5.21,1,0,0
1071,1072,21,74,10.99,2.08,45.22,2.15,1,0,0
32985,32986,30,43,11.89,0.27,9.96,2.64,1,0,1
3538,3539,45,50,1.24,2.39,75.85,0.48,1,0,0
30942,30943,54,8,0.94,0.23,39.48,5.95,1,0,0
4342,4343,39,39,2.04,0.58,15.45,2.08,1,0,0
1107,1108,42,8,3.48,3.45,7.13,2.9,1,0,1
13751,13752,19,65,4.18,0.13,29.78,1.13,1,0,0
5159,5160,53,56,3.06,0.78,20.25,0.6,1,0,0
25589,25590,42,31,5.82,0.07,14.09,2.25,1,0,1
2490,2491,48,22,2.39,0.96,19.32,2.5,1,0,0
758,759,47,49,6.36,0.96,15.11,5.42,1,0,0
15139,15140,49,9,4.69,0.87,7.04,0.19,1,0,1
19403,19404,34,3,3.34,0.05,42.33,4.36,1,0,0
21871,21872,50,84,7.89,0.64,8.86,1.95,1,0,1
11229,11230,7,64,2.46,0.78,70.27,3.19,1,0,0
33811,33812,23,20,6.34,0.34,65.64,1.24,1,0,0
31681,31682,53,18,8.67,2.78,86.18,0.29,1,0,0
16918,16919,26,86,7.96,0.43,69.61,3.06,1,0,0
12890,12891,12,21,9.78,0.25,53.94,8.57,1,0,0
28821,28822,28,20,8.83,3.68,7.75,3.8,1,0,1
25540,25541,29,17,8.14,3.3,44.57,2.61,1,0,0
7860,7861,58,6,0.04,1.26,1.1,3.28,1,0,1
11052,11053,34,0,3.13,0.89,36.38,7.29,1,0,0
12369,12370,20,5,8.64,1.12,35.53,2.41,1,0,0
30012,30013,60,54,3.47,3.54,70.35,5.99,1,0,0
17519,17520,56,2,0.9,0.31,15.12,1.4,1,0,0
2756,2757,43,26,7.44,1.28,8.64,4.36,1,0,1
30741,30742,18,40,5.07,0.3,1.6,0.45,1,0,1
4053,4055,60,24,5.78,4.17,21.97,7.84,1,0,0
5170,5171,56,43,6.18,3.63,53.57,2.34,1,0,0
18306,18307,27,16,5.23,0.58,28.06,0.01,1,0,0
18712,18713,16,38,0.64,2.54,65.07,7.04,1,0,0
15561,15562,28,10,9.61,1.62,21.4,0.78,1,0,0
29566,29567,24,42,2.12,0.04,28.15,1,1,0,0
18201,18202,39,2,10.67,0.76,15.08,4.25,1,0,0
9523,9525,54,3,4.36,1.95,64.09,7.97,1,0,0
3916,3917,24,23,3.97,3.18,91.24,8.69,1,0,0
20002,20003,10,12,1.26,1.11,61.46,1.29,1,0,0
5640,5641,59,20,0.82,2.89,3.15,7.4,1,0,0
31127,31128,51,73,0.65,2.4,53.23,5.51,1,0,0
29846,29847,46,27,0.05,0.75,47.66,2.29,1,0,0
21088,21089,49,25,1.92,0.1,74.39,5.47,1,0,0
24444,24445,44,15,2.92,3.5,19.43,3.18,1,0,0
4825,4826,45,6,0.34,2.2,17.45,1.54,1,0,0
23883,23884,42,48,1.24,2.59,58.48,2.93,1,0,0
16080,16081,49,16,11.1,1.85,0.37,0.83,1,0,1
18328,18329,56,68,0.69,1.87,10.11,1.68,1,0,1
8218,8220,53,89,3.08,0.58,57.15,0.21,1,0,0
9910,9912,47,62,10.62,2.06,50.24,7.6,1,0,0
26904,26906,36,5,1.69,0.14,2.2,2.81,1,0,1
25220,25221,55,49,10.65,2,8.81,2.45,1,0,1
33185,33187,52,41,1.47,0.92,36.12,3.37,1,0,0
9788,9789,48,70,6.81,1.51,37.11,3.17,1,0,0
30090,30092,50,40,0.71,0.52,72.61,0.14,1,0,0
6852,6853,5,75,6.79,3.04,21.44,0.29,1,1,0
7743,7744,52,31,10.6,2.89,25.82,0.98,1,0,0
26743,26744,38,6,3.61,1.92,41.82,1.25,1,0,0
11855,11856,50,6,6.74,4.14,5.74,5.08,1,0,0
17981,17982,53,9,2.69,3,36.03,0.08,1,0,0
28913,28914,21,13,0.22,0.71,29.31,7.37,1,0,0
32585,32586,59,43,0.64,0.3,42.68,5.4,1,0,0
24523,24524,20,57,13.5,0.41,8.27,5.16,1,0,0
32862,32863,58,20,8.1,0.09,52.79,5.14,1,0,0
8602,8603,55,73,1.12,1.08,51.56,0.14,1,0,0
1933,1934,60,65,2.58,0.69,7.54,0.26,1,0,1
30333,30334,52,22,5.81,0.48,25.28,1.18,1,0,0
10649,10650,9,14,3.03,1.84,10.55,1.84,1,0,1
12846,12847,6,32,8.62,1.72,27.57,3.14,1,0,0
28343,28344,9,91,4.43,0.32,15.79,3.35,1,0,0
20594,20595,23,9,0.16,4.24,77.68,2.01,1,0,0
24386,24388,50,6,4.4,3.4,61.2,1.1,1,0,0
2344,2345,35,28,6.13,0.38,46.37,3.68,1,0,0
13334,13335,35,6,9.66,2.29,32.36,3.36,1,0,0
11156,11157,8,38,10.71,0.03,64.29,2.29,1,0,0
19838,19839,30,34,1.15,1.03,9.36,0.69,1,0,1
30529,30530,51,19,0.69,3.11,47.43,0.69,1,0,0
24790,24791,24,31,10.07,3.58,2.84,2.87,1,0,1
31086,31087,34,53,5.28,1.48,56.73,1.94,1,0,0
4264,4265,55,42,4.97,1.4,17.3,1.83,1,0,0
16302,16303,23,40,8.37,0.16,60.49,5.64,1,0,0
14043,14045,44,57,1.96,2.43,18.31,5.86,1,0,0
33065,33067,35,36,0.71,2.25,92.95,0.95,1,0,0
17399,17400,51,59,2.05,1.05,2.49,4.03,1,0,1
34884,34885,37,12,6.34,2.03,91.87,3.34,1,0,0
31640,31641,41,94,1.5,1.79,25.95,2.88,1,0,0
31894,31895,31,9,3.79,1.7,9.94,2.56,1,0,1
12237,12238,49,89,11.25,2.79,2.91,1.94,1,0,1
4185,4186,21,25,4.33,0.57,20.36,2.37,1,0,0
26542,26543,20,53,8.51,0.18,56.77,2.77,1,0,0
34014,34015,46,50,8.02,0.11,58.39,1.88,1,0,0
9818,9819,32,8,3.62,3.19,65.07,5.39,1,0,0
33203,33204,37,30,12.35,3,28.61,0.23,1,0,0
32746,32747,46,25,10.93,2.47,17.89,3.39,1,0,0
34611,34612,27,11,2.1,0.02,22.35,3.42,1,0,0
22857,22858,25,47,1.97,0.03,8.09,5.83,1,0,0
27077,27078,31,25,2.5,3.94,19.62,6.88,1,0,0
21079,21080,20,7,0.4,1.37,20.18,0.85,1,0,0
2039,2040,48,20,10.55,1.21,17.24,7.74,1,0,0
33196,33197,16,45,6.86,0.87,83.73,6.37,1,0,0
7374,7375,39,6,8.44,1.03,84.99,2.72,1,0,0
20843,20844,39,20,8.25,1.94,22.76,1.52,1,0,0
12881,12882,28,75,9.53,0.82,37.24,5.33,1,0,0
20242,20243,48,42,2.11,1.3,63.64,2.25,1,0,0
23233,23235,55,23,7.2,0.67,68.59,3.28,1,0,0
9421,9422,13,18,10.25,0.12,75.6,3.36,1,0,0
20062,20063,29,37,1.98,2.82,11.04,0.94,1,0,1
17310,17311,26,49,4.66,0.55,25.21,3.4,1,0,0
1914,1916,52,63,6.82,1.3,22.31,1.01,1,0,0
24373,24374,14,71,5.07,1.46,57.68,0.54,1,0,0
6855,6857,30,8,13.59,2.31,39.81,4.42,1,0,0
30681,30682,15,35,5.41,0.91,64.08,1.59,1,0,0
15892,15893,18,45,0.29,1.52,15.37,2.8,1,0,0
8847,8849,46,79,11.81,0.49,77.12,0.78,1,0,0
8479,8480,34,35,0.67,0.64,36.85,2.83,1,0,0
1619,1620,49,57,3.74,1.36,87.15,5.89,1,0,0
16857,16858,48,19,6,0.8,18.78,3.28,1,0,0
17446,17447,46,20,6.21,1.96,55.95,1.3,1,0,0
25211,25212,18,39,6.6,0.7,45.6,1.58,1,0,0
16639,16640,55,20,4.77,2.1,60.1,2.7,1,0,0
30056,30057,47,39,0.95,3.12,26.01,4.77,1,0,0
19438,19439,54,92,5,2.14,39.38,2.76,1,0,0
22861,22862,53,42,2.69,3.37,11.15,4.13,1,0,1
22896,22897,31,41,7.47,4.41,70.05,1.69,1,0,0
11804,11805,55,55,2.67,0.55,83.15,1.62,1,0,0
18542,18544,38,53,10.58,0.54,27.78,2.63,1,0,0
16502,16503,40,50,1.56,1.1,33.34,0.36,1,0,0
9938,9940,60,8,2.74,2.59,11.89,0.25,1,0,1
29444,29445,46,44,2.53,4.24,5.76,3.61,1,0,1
15305,15306,56,81,2.65,1.58,56.81,0.26,1,0,0
27279,27280,18,27,9.54,0.46,43.43,1.9,1,0,0
34739,34740,34,85,2.11,0.21,55.88,2.31,1,0,0
14950,14951,47,64,12.96,0.6,5.73,5.35,1,0,0
20758,20759,21,49,0.46,3.83,63.9,0.85,1,0,0
3582,3583,26,66,5.33,1.44,5.81,5.25,1,0,0
25924,25925,36,40,7.2,1.39,27.14,2.35,1,0,0
28144,28145,59,49,11.21,3.83,59.49,0.74,1,0,0
3355,3356,52,57,3.67,2.87,57.39,2.8,1,0,0
72,73,50,11,5.11,0.61,6.1,0.91,1,0,1
24611,24612,25,1,4.61,2.42,17.73,1.7,1,0,0
34661,34662,58,6,4.85,1.94,40.42,0.77,1,0,0
16197,16198,31,9,12.15,0.57,69.46,8.8,1,0,0
28899,28900,5,30,0.25,0.04,19.61,1.26,1,1,0
2982,2983,20,32,1.41,1,25.75,4.39,1,0,0
13812,13813,18,14,4.24,2.11,58.55,5.09,1,0,0
21202,21203,31,59,6.27,2.78,12.2,0.23,1,0,1
1330,1331,50,77,2.19,1.58,33.36,0.9,1,0,0
20982,20983,50,2,11.74,1.36,3.27,0.55,1,0,1
5525,5526,58,14,8.56,1.13,28.32,0.95,1,0,0
7012,7013,25,37,3.76,0.58,72.99,0.35,1,0,0
1791,1792,27,58,4.99,2.41,1.17,2.02,1,0,1
11743,11744,34,5,6.6,1.17,2.72,5.82,1,0,0
3753,3754,30,12,0.35,0.05,8.73,0.58,1,0,1
20687,20688,7,22,2.9,2.63,6.61,3.98,1,0,1
11120,11121,30,26,0.26,2.31,19.61,3.49,1,0,0
12822,12823,46,78,2.51,2.69,26.54,6.32,1,0,0
4891,4892,6,27,7.12,1.19,2.25,0.38,1,0,1
2642,2643,51,45,2.86,0.62,1.14,0.37,1,0,1
18537,18538,22,79,8.75,4.33,22.66,2.46,1,0,0
199,200,31,59,5.78,0.5,5.57,3.71,1,0,1
26446,26447,13,5,0.28,2.99,2.53,3.23,1,0,1
17577,17578,5,63,10.5,1.52,71.81,2.64,1,1,0
7422,7423,34,3,3.09,0.36,72.31,4.51,1,0,0
11128,11129,11,76,3.03,2.01,2.44,1.9,1,0,1
23234,23235,6,12,5.24,3.29,12.89,3.5,1,0,1
33104,33105,37,30,2.79,0.46,63.81,4.63,1,0,0
11874,11875,21,60,0.49,1.37,92.35,4.33,1,0,0
10297,10298,14,49,13.5,3.79,17.34,3.96,1,0,0
12900,12901,10,5,3.84,0.03,0.4,0.39,1,0,1
18472,18473,47,73,2.99,0.3,2.32,5.55,1,0,0
32255,32256,38,60,5,2.44,1.12,8.58,1,0,0
1374,1375,40,27,12.25,2.49,23.06,2.09,1,0,0
33286,33287,32,15,11.21,3.32,26.82,4.93,1,0,0
32445,32446,39,53,4.76,2.11,44.38,2.66,1,0,0
17972,17973,41,83,0.42,3.7,78.91,5.24,1,0,0
12037,12038,13,0,5.1,2.21,60.14,2.31,1,0,0
9899,9900,54,56,13.04,2.77,45.03,3.3,1,0,0
15830,15831,32,55,1.97,0.06,34.81,1.93,1,0,0
9938,9939,53,38,5.34,1.02,57.27,3.58,1,0,0
24917,24918,6,37,9.57,0.81,9.29,4.06,1,0,1
20329,20330,42,24,6.58,2.29,39.18,6.74,1,0,0
27929,27930,58,16,9.86,1.48,20,6.06,1,0,0
19733,19734,56,38,5.94,1.36,21.8,2.59,1,0,0
6920,6921,40,48,1.62,0,27.18,1.27,1,0,0
6081,6082,49,7,6.45,0.37,79.67,3.04,1,0,0
20452,20453,57,11,9.92,2.77,22.44,2.89,1,0,0
